Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3699445,1413961200000,,31414.0985,19519.49915,,25.85179138,,6177568.5,,2458000.5,1.810111867,,357.7004804,2.70730562,2457826.347,70.48161678,,2014,,22,Medium,Medium,False
3774725,1413961200000,Slow,63366.94842,39373.75748,0.3474383049,135.1535034,51976032,32296408,5.78,2458000.5,1.059505792,,,1.330641207,,168.242999,,2014,,22,Low,High,False
3694048,,Slow,41784.33636,25963.16167,0.0398641011,,5963584.5,3705599.75,,2456957.5,1.466133096,,,2.087352589,,327.3745531,,,,8,Medium,,False
3702316,,Slow,41688.46234,25903.58928,0.4268547344,166.0464935,63856560,39678628,3.296,2458000.5,2.365452281,82.047847,287.6827329,3.490396331,,289.3021737,0.2709148349,2014,11,8,High,Medium,False
3713934,1415433600000,Slow,48517.15752,,0.4322789704,168.1565094,,40182840,4.812,2457099.5,1.335694809,,110.9920123,1.603291237,2457032.939,,0.6384740003,2014,11,8,Low,,False
2374158,1415433600000,,,,0.2802373445,109.0123291,41922912,26049690,4.448,,1.266388566,39.57461454,149.5713153,2.439992856,,320.9201589,0.6915977994,,11,8,Low,,True
3143121,1415433600000,Slow,56102.53458,34859.93322,0.341537819,132.8582153,,31747926,6.474,2458000.5,0.9060464302,245.8904052,351.2560269,1.121198838,2458107.148,238.1198116,,,11,8,Low,Low,False
3407480,1415433600000,Slow,45190.85745,,0.2058099685,80.06007385,30788732,19131232,5.133,,,335.9998727,141.2622719,1.582588092,,339.9814076,0.7134432504,2014,11,8,Low,Medium,False
3432642,1415433600000,Fast,,54445.56177,0.1258521182,48.9564743,18827210,11698686,6.904,2458000.5,0.8174906151,37.55604628,158.1216186,1.374468298,2458101.469,,1.333459748,2014,,8,Low,Low,False
3445070,,Fast,86466.33212,53726.8162,0.2053974783,79.89962006,30727024,19092888,6.256,2458000.5,0.9369817148,,120.9212812,1.461280096,2457910.798,97.47856874,1.086694328,,,8,Low,Low,True
3552575,,Slow,44419.97477,,,96.9861908,37298016,23175912,6.006,2458000.5,1.008575615,71.56159721,217.6666581,1.155949144,2457989.607,10.599348,,2014,11,8,Low,Low,False
3767151,1415433600000,,,11685.87258,0.1831215635,71.23429108,27394596,17022212,6.151,2458000.5,0.9819791257,303.1221788,293.0555239,1.168999686,2457870.863,131.3048929,1.012862961,,11,8,Low,,False
3763937,1415433600000,Slow,58548.51483,36379.77023,0.1709832767,66.51248932,,15893888,4.221,2458000.5,1.60285038,,64.99119008,2.366470092,,,0.4856960786,2014,11,8,Medium,Medium,False
3694784,1416038400000,,,22391.15657,0.0720291185,,10775403,6695525,3.868,,,,70.0081485,2.727528285,,341.6933247,0.3952653173,2014,11,15,Medium,High,False
3695414,1416038400000,Very Slow,38543.36515,23949.3482,0.4340183927,168.8331604,,40344532,3.915,,1.797113791,208.5097827,266.7650385,2.449668181,2457939.825,24.82260532,,2014,11,15,Medium,,False
3696403,1416038400000,,52725.15226,32761.35919,0.0022260239,0.8659232855,,206921.8594,3.244,,2.34238183,232.5318261,,3.848133101,2458255.855,289.7959851,0.2749270918,2014,11,,,,False
3697801,1416038400000,Very Slow,31621.64752,19648.46204,,5.272176266,,,4.991,2456982.5,1.284121906,58.69373714,,1.688075998,2456929.848,35.66207772,0.6773212357,2014,11,15,Low,High,False
3699887,1416038400000,Very Slow,17800.16865,11060.33257,0.3130605908,121.7805634,,29100800,,2458000.5,2.548393491,,,3.843481174,2458473.422,245.4239296,,,11,15,,Medium,False
3702322,1416038400000,Slow,48866.651,30363.83656,0.0670514404,26.08300972,,6232821,3.608,2457009.5,,1.420088718,359.2528241,,2456940.947,23.73028785,,2014,,15,Medium,High,False
2406213,1416038400000,,,21450.12005,0.1197384476,46.5782547,17912616,11130384,3.73,2458000.5,1.917380613,127.1133875,280.5894453,,2457942.56,,0.3712287271,2014,11,15,,Low,True
2418797,1416038400000,Slow,50825.78233,31581.16458,0.2105927575,,,19575820,,2458000.5,0.9060255861,234.4286327,3.254050127,1.201248771,,261.3228017,,2014,11,15,Low,Low,False
3042555,,,16328.37637,10145.81809,0.1647415673,64.08446503,24644986,15313685,6.506,2458000.5,0.9172974889,72.54529642,,1.018745189,2457960.544,44.82449066,1.121860267,2014,,15,,Medium,False
3063058,,Slow,49576.40629,30804.8509,0.1028480872,,15385855,,6.672,2458000.5,0.8796745157,,230.0696064,1.110675968,2458099.811,,1.194596005,2014,,15,Low,,True
3620670,1416038400000,Very Slow,,24988.67775,0.1312146636,,19629434,12197165,,2458000.5,,62.2387124,,1.159927722,2457877.826,177.7213262,,2014,,15,Low,,False
3672669,1416038400000,Slow,43894.96216,27274.62246,0.2516012682,97.87289429,37639016,23387800,4.365,,1.528883116,,,2.150329745,2458314.263,196.414418,,,,15,Medium,,True
3690050,1416038400000,,10955.17616,6807.120429,,102.5524292,39438624,24506026,,2458000.5,,201.9157563,,2.525048,2457934.049,,,2014,11,15,Medium,Medium,False
3759000,1416038400000,Slow,,45992.77932,0.3745152381,145.6864319,56026684,34813368,7.014,2458000.5,0.8114738682,,29.10615944,1.273527127,2458100.848,224.6988564,1.348317793,,,15,Low,,False
3696195,1416643200000,Very Slow,29063.94879,18059.20751,0.0427570022,,6396356.5,3974511.5,,2458000.5,,63.21176126,,3.666530576,2458300.572,277.7171733,0.2742099183,2014,,22,High,,False
3697566,,,,41068.64262,0.0799427712,31.09773827,11959268,7431145,3.085,2456983.5,2.468177716,60.05007642,,3.868910662,2456983.389,0.02818322045,,2014,11,22,,High,False
3698846,1416643200000,Slow,41240.80552,25625.43274,0.1057908701,41.15264893,15826089,9833876,,2456986.5,1.235431366,66.36279323,295.6516203,1.46500262,,42.35319959,0.7177548554,,11,22,Low,,False
3699446,,,44671.5821,27757.18389,0.0035640978,1.386433959,,331303.5938,3.372,2458000.5,2.231666999,239.6283106,142.7352495,3.555969095,,308.1580292,0.2956378172,2014,11,,High,High,False
2137099,1416643200000,,59742.05214,,0.3980328355,154.8347778,59544868,36999464,,2458000.5,1.100009023,,194.8272082,1.608898875,2458154.78,,0.8542986151,2014,11,22,Low,Low,False
2393908,1416643200000,Fast,106404.9953,66115.92609,0.1141963432,44.42237854,17083530,10615214,,2458000.5,1.726360047,53.3428375,309.1667,2.669876466,,96.11624294,0.4345172366,2014,11,,Medium,Low,False
3124996,,Slow,58701.90175,36475.0789,0.4496436672,,67265736,,7.487,2458000.5,,68.59824102,338.1123261,,,51.1968004,1.458416209,2014,11,22,Low,Low,True
3514891,1416643200000,Fast,,51535.99894,0.4784254841,186.1075134,71571432,44472428,6.55,2458000.5,0.8821099864,195.1507089,187.9551444,1.098066388,,,1.189652073,,11,22,Low,Low,False
3553584,1416643200000,Fast,103700.0595,,0.4645688715,180.7173004,69498520,43184376,4.237,2458000.5,,85.36362179,74.40269732,2.400577693,2457746.819,,0.5020331466,,11,22,Medium,,False
3663258,1416643200000,Slow,56666.72263,35210.49774,0.4296740684,,,39940700,6.367,2458000.5,0.9290750405,164.2426711,235.4620122,1.290169488,,48.36191612,1.100595884,2014,11,22,Low,Medium,False
3679434,1416643200000,Fast,,53108.5384,0.4909809902,190.9916077,73449712,,3.972,,,,151.2856331,2.780307928,2457754.369,116.6028202,,2014,,22,Medium,Low,False
3715095,,,47028.77781,29221.85363,0.4093393999,,61236304,38050476,4.157,2458000.5,1.619833043,20.6703694,110.5303783,2.201165724,2457807.32,92.35529581,0.4780779276,2014,11,,Medium,,False
3715994,1416643200000,Very Slow,38378.20516,23846.7242,0.2816467978,109.5606003,42133760,26180704,6.74,2458000.5,0.8723627317,33.60297862,,1.087216885,2458142.343,188.4199879,1.209646347,2014,,22,Low,,False
3734189,,Fast,91079.52096,,,,,,,2458000.5,0.9521408916,64.49136367,219.2688937,1.523288707,,,1.060845768,2014,11,22,Low,,True
3736497,1416643200000,,,24934.78292,0.0352932694,,5279798,3280714.5,,2458000.5,0.9908463008,,,1.30726497,,5.280356494,,2014,11,22,Low,,False
3698476,,Very Slow,27250.00718,16932.09474,0.0527066379,,,4899388,3.217,,2.474753931,1.182943121,,3.932232156,2457011.161,353.75657,0.2531663847,2014,12,8,High,High,False
3699481,1418025600000,,39837.64824,24753.56537,,11.913167,4581451,2846781.5,4.743,2456989.5,1.360661489,251.3829092,254.7123205,,,322.9762412,,2014,12,8,Low,,False
2004183,1418025600000,Fast,,66470.8922,,166.3738251,63982440,,3.573,2458000.5,1.9822137,,236.3402693,3.2396306,2458062.001,,0.3531655748,2014,12,8,,,True
2410195,1418025600000,Very Slow,12789.873,7947.129699,0.2905016979,113.0051575,,27003818,,,2.288625771,99.1701768,344.9365706,3.364191089,2458282.402,,0.2846701288,2014,12,8,High,Low,False
2418846,,Very Slow,,,0.1637857166,63.71264267,24501994,,4.271,2458000.5,1.598470545,259.4497867,169.9586388,2.064364982,,129.7244353,,2014,12,8,Medium,Low,False
3174207,1418025600000,Slow,,28521.17616,0.4634657139,180.2881622,69333488,,,,1.706104171,,244.7486876,2.36386543,,292.2388488,0.4422784275,2014,,8,Medium,Low,False
2468462,,,,28521.14754,0.4634656596,180.288147,69333480,,4.002,,1.706101312,,244.7430094,2.363820301,,109.1580538,,2014,12,8,Medium,Low,False
3726012,1418025600000,Very Slow,10763.91126,6688.275863,0.1251754039,48.69322968,,11635781,,,1.056768238,272.8372512,327.4348907,1.145450563,2457963.999,33.11649501,0.9072656045,2014,12,8,Low,Medium,False
3655565,,,64178.18731,,0.4166504557,162.0770264,62330020,38730080,6.065,2456659.5,,,26.88211962,1.593965822,,,1.068342373,2014,12,15,,,False
3701707,,,25395.8899,15780.01836,0.0409839756,15.94276619,6131115.5,3809698.5,3.847,2456994.5,,,,2.734836076,2457023.84,348.6243319,,2014,12,15,,High,False
3702917,1418630400000,Very Slow,,14369.3711,0.0099673571,3.877301931,1491095.375,926523.6875,4.671,2457013.5,,84.72214521,327.5104116,1.864422821,2456981.087,,,,,15,Low,,False
3703243,1418630400000,,42314.84582,26292.79962,,20.89517212,8035664,4993130,,2457021.5,,88.55383671,286.2414412,1.833033031,,40.67949887,,,12,15,Low,High,False
2302169,1418630400000,Slow,,43668.71777,0.4470048547,,,41551696,6.975,,0.7967790476,30.2821777,212.4325076,1.416259867,,196.5243642,1.385789339,2014,12,15,Low,Low,True
2417217,1418630400000,,48477.26887,30121.88965,0.2236634994,87.00509644,33459582,20790820,7.899,,,288.6359095,327.8849522,1.102451592,2457989.861,,1.643747515,2014,12,15,Low,Low,True
3441023,,Very Slow,28421.51099,17660.02165,0.2219439977,86.33621979,33202350,,4.95,2458000.5,1.304279866,238.8513886,,1.483107069,2458135.407,270.7350602,0.6616798185,2014,12,,Low,Low,False
3655869,1418630400000,Very Slow,32604.20597,20258.98565,,146.859787,56477924,35093752,,,1.041760804,290.1799253,272.845385,1.311301048,,91.51517739,,2014,12,,Low,Medium,False
3696450,1418630400000,Slow,47053.62294,,0.2177187249,84.69258118,32570258,20238220,4.774,2458000.5,1.336363571,244.1033805,283.4585304,1.79670749,2458211.924,,0.6379947887,2014,,15,Low,,False
3703314,1418630400000,,,,0.0463963355,,,,6.524,2458000.5,,255.3417156,70.58269803,,2457875.144,143.0580155,1.141215633,2014,12,15,Low,,True
3766069,,Slow,,33310.32995,0.4346865714,,,40406640,,2458000.5,1.025369158,,74.4524717,1.094415642,,179.3244009,0.9492567594,,12,15,Low,,False
3592017,,,,32927.47583,0.2624912048,102.1090775,,24400082,3.603,2458000.5,,,42.30184,3.102109214,2458118.332,320.6967196,,,,22,High,,False
2007889,1419235200000,Fast,,,0.3039312638,118.2292633,45467472,28252176,4.864,,1.261472789,,349.1363528,1.698216881,2458045.748,,,2014,,,Low,Low,False
2415949,1419235200000,Slow,60162.55181,37382.67004,,48.19568634,18534632,11516887,,,,92.94708115,219.6695022,1.209168684,,223.1912536,1.211144952,,12,,Low,Low,False
3621604,1419235200000,Very Slow,33385.2184,20744.2764,,17.86357307,6869801,4268696.5,,2458000.5,,88.66996283,165.4236142,1.050503366,,240.9731139,,2014,12,,Low,Low,False
3753692,,Slow,42068.92267,26139.99254,0.240119539,93.40649414,35921372,22320506,6.089,,0.9885423932,248.1382903,208.5552882,1.056550861,2458108.15,252.0496863,1.002792613,2014,,22,Low,High,False
3699888,1419235200000,Very Slow,35229.77206,21890.41031,0.331211321,128.8412018,49548508,30788016,4.198,2458000.5,1.647501296,85.17327986,354.8221865,2.007022551,2457765.446,109.5551516,0.4660853222,2014,12,22,,Low,False
3673545,1419235200000,Slow,,29207.83698,0.0740473462,28.80441856,11077326,6883131,5.006,,1.262389477,77.51523434,,1.726135756,,355.6146553,,2014,12,22,Low,Medium,False
3703779,1420704000000,,15993.1441,9937.51779,0.1979494975,77.00235748,,18400556,3.329,2457040.5,2.403059775,115.2144212,352.0407654,3.636657114,,3.576987584,0.2645801225,2015,1,8,,,False
2343098,,Slow,45852.4098,28490.9043,0.3796155356,,,,4.229,,1.614990297,117.0221154,343.8063006,2.059436272,,,0.4802299015,2015,,8,Medium,,False
3485969,1420704000000,,13913.1833,,0.0746299373,,11164480,6937286.5,,2458000.5,1.156767955,116.4297301,8.682026615,1.309768496,,37.86680561,0.7921997488,2015,1,8,,Medium,False
3545630,1420704000000,Slow,44277.79649,,0.1162373827,45.21633911,,10804940,6.183,,,340.5627602,236.8916852,,2458141.438,214.238035,,2015,1,8,Low,High,False
3595776,1420704000000,Very Slow,,,0.3446666209,134.0753174,51561396,,4.871,2458000.5,1.323690141,302.4760455,192.7566001,1.417547523,2458193.335,235.2013199,,2015,1,,Low,,False
3623682,1420704000000,,41779.51526,25960.16603,0.1175184752,45.71468735,,10924025,6.076,2458000.5,0.9928418175,107.3080061,105.9025699,1.185916592,2457830.559,169.3102929,0.9962858967,2015,1,,Low,High,False
3735993,,Very Slow,24162.78818,15013.81691,0.2576989962,100.2449036,,23954618,,,1.039650848,,237.1909487,,2458029.064,333.441778,0.929764169,2015,1,,Low,,False
3758846,,Very Slow,,8845.819561,0.4767532811,185.4570313,71321280,44316988,,,1.612077631,,158.6393693,2.232111672,2457688.203,,,2015,,8,Medium,Medium,False
3705047,1421308800000,Slow,46615.0553,28964.78255,0.1902261133,73.99795532,28457420,,,2457042.5,1.473677279,115.0041466,355.7115223,1.776088094,,,0.5509351639,2015,1,15,Medium,High,False
2416224,1421308800000,Slow,41257.43208,25635.76384,0.3189748289,124.0812073,47717956,29650562,,2458000.5,,,80.78109077,2.467539053,2457960.966,16.25962234,0.411279395,2015,1,15,Medium,Low,False
2437905,1421308800000,Slow,,33672.07107,0.1285377317,,19228970,11948328,,,2.19253001,72.46622846,,3.655947148,2458265.856,279.4409744,0.303588806,,1,15,High,,True
3177202,1421308800000,Slow,,36843.68918,0.2915950452,,43621996,,7.12,,,290.9775332,36.62217363,1.054508396,2458043.323,302.9552518,,2015,1,15,,Medium,False
3370021,,Very Slow,,14753.25694,0.0274543639,,4107114.25,2552042.5,,2458000.5,0.9282530692,307.6796839,46.27532227,,2457927.999,79.90018898,1.10205808,2015,1,15,,Low,True
3545973,,Very Slow,28321.64779,,0.4287819222,166.7961731,64144864,39857772,5.353,2458000.5,1.176599529,345.0342149,304.3011123,,2458194.837,209.9224247,,2015,1,,Low,High,False
3704156,1421308800000,,,,0.0614231548,,9188773,5709639,4.311,,1.589681835,150.497408,,2.135252628,,114.2727738,,2015,1,15,,,False
3623998,1421308800000,,55834.75465,34693.54519,0.3064832496,119.2219772,45849240,,,,,,220.4672477,,2456211.252,96.82918367,,2015,1,15,Low,,False
3674937,1421308800000,Very Slow,,8966.186644,0.1387132764,,20751210,,5.507,,1.133744098,126.8287246,,1.294977942,,134.253628,0.8164536127,2015,1,15,,,False
3695838,,Fast,,60450.37185,0.1376885308,,,12798949,,2458000.5,2.426329929,114.650476,12.77023815,3.740536228,2458428.919,248.2757264,0.2607830083,2015,1,15,,Low,False
3703545,1421308800000,Slow,41409.70869,25730.3826,0.3067949968,119.3432541,45895880,28518378,,,,117.1002254,,1.309614533,2458131.003,206.0748516,,2015,1,15,Low,Low,False
3704154,1421308800000,Very Slow,27770.31843,17255.39592,,,509011.5938,316285.125,4.315,2458000.5,1.570668919,296.1024309,150.0950497,2.190458963,2457734.109,133.3820411,0.5006994325,,1,15,Medium,High,False
3704158,,,30075.38534,18687.67485,0.0037030656,1.440492511,553970.75,344221.4688,,,2.483112195,,347.9395187,3.98490663,2458459.409,,0.2518892073,2015,,15,High,,False
3707693,1421308800000,Slow,49099.5804,30508.56983,0.060540304,23.55017853,9056701,5627573,,2458000.5,1.122201065,,253.0389112,1.5910705,,,0.8290830933,2015,,15,Low,,False
3707694,1421308800000,Fast,102678.1749,63800.22487,0.0247297614,9.619877815,3699519.75,2298775,,2458000.5,2.368444796,,,4.367984055,2458334.072,269.8015014,0.2704015483,2015,1,15,High,,True
3703073,1421308800000,Very Slow,32201.49502,20008.75672,0.0561046869,21.82472229,8393142,5215256.5,7.63,2458000.5,,320.5991965,,1.056524239,2458072.564,250.5844702,1.518304582,2015,1,15,Low,,True
3761350,,Slow,,36553.94744,0.4137693582,160.9562836,61899016,,4.382,,1.548716793,26.59204193,,2.081098598,2457720.236,143.3221684,0.5113827365,2015,1,15,Medium,Medium,False
3690055,1421913600000,Very Slow,23974.82996,14897.02698,0.1380316711,53.69432068,20649246,12830846,,2456921.5,1.196657242,162.4419071,,,2457045.211,,,2015,,22,Low,,False
2429584,1421913600000,Slow,50397.91969,31315.30738,0.1097986349,42.71166992,16425642,10206421,3.071,,2.498441762,177.2639934,251.1494793,4.247973316,2458452.36,,0.2495745104,2015,1,22,High,,True
3365921,,Fast,102770.3393,63857.49224,0.4776595353,185.8095551,71456848,44401228,7.193,2458000.5,0.7987529532,107.132937,172.5163847,1.171781762,,161.8092763,1.380655599,2015,1,22,,Low,False
3605727,1421913600000,,,13942.09718,0.3629012094,141.1685638,,33733776,,2458000.5,1.33137525,,122.9940782,,2457721.158,179.2215141,0.6415837491,2015,1,22,,,False
3619461,1421913600000,Very Slow,,11598.73907,0.1759295854,68.43660736,26318692,,6.135,2458000.5,0.9854805422,,58.30931759,1.161287557,,42.84909442,,2015,1,22,Low,,False
3656926,1421913600000,,,14893.44959,0.1243016685,48.35335159,18595266,11554562,6.127,2458000.5,0.9851745067,,264.0047493,1.076874486,2458024.865,,1.007939178,2015,,,Low,,False
3755345,1421913600000,Slow,71063.58936,44156.15084,0.3136419657,122.0067215,46920172,29154842,5.786,2458000.5,,136.7628698,39.2902499,1.136023914,2457847.971,142.2647526,0.93270598,2015,1,22,Low,Low,True
3709401,,Very Slow,17496.27936,10871.50759,0.1644016071,63.95222473,24594130,15282084,,,2.43492404,38.07921967,,3.748783551,2458447.11,244.1476672,0.2594035694,2015,2,8,High,,False
2004769,1423382400000,Slow,50456.65008,31351.80016,0.3582200844,139.3476105,53588960,33298636,5.676,,1.063298254,325.5773203,,1.577051351,2457837.454,146.5654501,,2015,,8,Low,Low,True
2311554,1423382400000,Slow,,30827.01893,0.2183508834,84.93849182,32664828,20296984,7.001,,,,153.2000158,1.166135716,,,,,,8,Low,Low,False
3562830,,,21384.19956,13287.31,,60.83680344,23396032,14537620,6.769,2458000.5,0.8689334158,,319.2955599,1.092839754,,203.093694,1.216814358,2015,,,Low,Low,False
3672899,1423382400000,Slow,45890.34013,28514.47273,0.3465862887,134.8220673,51848572,32217208,,,1.007466398,,324.7548505,1.433940526,2457777.421,187.5603562,0.9746713919,2015,,,Low,,True
3709715,,Slow,52252.44257,32467.63577,0.0110939869,4.315560818,1659636.875,1031250.563,,2458000.5,0.7321056674,320.1096481,330.8804045,1.145695508,2458043.756,291.9408532,1.573415487,2015,2,8,Low,High,False
3709961,1423382400000,,28746.18408,17861.76088,0.0225407966,,3372055.25,2095298,4.469,,1.49625822,137.6363925,14.52609211,,,139.3470577,0.538510592,2015,2,8,Medium,High,False
2468910,,,,28514.41519,0.3465854886,,,32217134,,2458000.5,1.007452536,,324.7389769,1.433955252,,217.4471749,,2015,2,8,Low,,True
3703888,1423987200000,Very Slow,13674.35535,,0.1647244223,64.07780457,24642424,15312092,3.661,,2.052666509,309.5125549,,2.95429391,,311.8469091,0.335140165,,2,15,High,,False
3710227,1423987200000,Fast,87477.36549,,0.0764040352,29.72117043,11429881,7102199,5.293,2457069.5,1.11298187,325.0598793,,1.229392986,,303.5017853,0.8394057481,2015,2,15,Low,High,False
3711170,1423987200000,Very Slow,,,0.0159033746,6.186412334,2379111,1478311,,2458000.5,1.912589801,144.9408074,341.8513083,2.842301816,2458019.666,,0.3726244263,,2,15,Medium,High,False
3715405,1423987200000,Slow,61364.641,38129.60151,0.0532412302,20.71083832,7964775,4949081.5,,2457077.5,1.136039237,,271.3856857,,2457000.858,62.38525807,,2015,,15,Low,,False
3293790,1423987200000,,,36773.21589,0.4094705262,159.2840424,61255920,,,,0.8274189112,14.89206363,185.8553106,1.019988718,,,,2015,2,,Low,Medium,False
3371135,1423987200000,Very Slow,28064.88018,17438.42513,,34.77466202,13373304,8309786,3.196,2458000.5,,166.5224096,325.2031979,3.964409071,,234.0975874,0.247994434,2015,2,15,High,Low,False
3601673,1423987200000,,36654.6392,22775.76734,0.204307482,79.47560883,30563964,18991568,,,0.8338484132,185.0798932,169.5821796,1.003951886,2458086.181,,1.294414633,2015,2,15,Low,Medium,False
3648643,1423987200000,,46791.28145,,,,49481252,30746224,5.645,2458000.5,1.081029039,8.729539436,,1.516661811,2457877.978,,0.876895888,2015,2,15,Low,,False
3703537,1423987200000,Very Slow,25978.65496,16142.12591,0.0197346502,7.67677927,2952261.75,1834450.375,3.833,,1.872920527,337.4232967,181.8179536,,2458015.606,354.1912304,,,2,15,Medium,Medium,False
3709959,,Very Slow,,,0.3698740049,143.8809814,55332364,34381936,5.871,,1.029551873,144.5808341,155.778966,1.394060998,2457980.113,19.23431686,0.9434778837,2015,,15,Low,,False
3709926,1423987200000,Very Slow,30675.60475,19060.62785,,,1289695,801379.375,,2458000.5,1.902223244,321.7599698,,2.845478833,2458048.671,341.9032251,0.3756746128,2015,2,,Medium,High,False
3710218,1423987200000,Slow,48950.89842,30416.18463,0.0051873298,2.01787138,776013.5,,,2458000.5,1.627068017,327.1844076,,2.428789453,,62.23022651,,2015,,15,Medium,High,False
3710216,,,33926.38297,,0.0184668142,7.183590412,2762596,1716597.625,,2458000.5,1.193488957,324.7942837,,1.393125995,2458042.77,328.047355,,2015,,15,Low,,False
3710217,1423987200000,,53252.29671,33088.90625,0.0217783977,8.471796989,,2024428.5,6.072,2458000.5,0.9793112487,324.844167,295.8555862,,2457847.51,155.5914799,,2015,,15,Low,High,False
3713303,1423987200000,Fast,86968.60344,54038.90806,,157.5413513,60585732,37646228,4.127,,1.499342975,341.2772099,55.68973674,2.249130579,,186.5569367,0.5368495461,2015,2,15,Medium,Low,False
3404492,,Slow,,29192.63034,,145.0489655,,34661040,4.046,2458000.5,,105.820118,75.06535922,,2457928.896,30.49083906,,2015,2,22,Medium,,False
2422638,,Slow,49929.50761,31024.25432,0.3081874558,119.8849182,46104188,28647814,5.41,,,310.6557245,288.519815,1.316230615,,322.7298559,0.7998136571,2015,2,22,,Low,False
3468430,1424592000000,Slow,58522.56771,,0.3369697049,,,31323292,,,0.8147756999,338.0705614,,,2457866.454,179.6386953,,2015,2,22,Low,Low,False
3712031,1424592000000,Slow,41543.75449,25813.67345,0.0616898523,23.9973526,9228671,,,2458000.5,,,301.6543384,1.311494923,2457859.488,143.6843255,,2015,,22,Low,High,False
3753079,1424592000000,Slow,78790.49191,48957.3476,,185.7230835,71423592,44380564,6.604,,,,,1.128528184,,,1.16134815,2015,,22,Low,,False
3718391,1424592000000,Very Slow,,13092.68181,0.2986789058,116.1860962,44681728,27763938,3.87,2458000.5,1.875697993,32.2403861,,2.631630487,,,0.3836716444,2015,2,22,,,False
3713008,1425801600000,,38197.49996,23734.44102,0.0036966898,1.438012362,553016.9375,343628.7813,4.07,2458000.5,1.692496517,349.0871097,,2.496378402,,,0.4476230051,2015,3,8,Medium,,False
3076622,1425801600000,Very Slow,,,0.4946375911,192.4140167,,45979436,4.551,2458000.5,1.446329673,,299.1027201,1.920253289,2458260.983,212.4013446,,2015,,8,Medium,,False
3512278,1425801600000,,,44450.60614,0.4281192323,166.5383911,64045728,39796172,,,0.9895831987,161.5533645,126.0635263,1.198381655,2457879.861,120.7851484,,,,8,Low,Medium,False
3709958,1425801600000,Slow,,45517.11247,0.1582929624,61.57596207,23680290,14714250,,2458000.5,2.006009824,106.8767058,139.9840166,3.292182704,,,,2015,3,8,Medium,High,False
3712627,,Very Slow,30989.79785,,0.0176986541,6.884776592,2647681,1645192.75,,2458000.5,,,207.9942506,1.737896066,2458231.23,,,2015,3,8,Low,High,False
3727337,1425801600000,Fast,95534.47738,,0.4271511468,166.1617889,63900904,39706180,3.437,2458000.5,2.134952424,81.05931867,,,,274.9996627,,2015,,8,High,Medium,False
3715513,1425801600000,Very Slow,1207.814804,750.4891485,0.2795638382,,41822156,25987084,4.417,,1.542085198,73.65345583,72.29269975,1.910889977,,,0.5146850118,2015,3,8,Medium,Low,False
3712471,1426402800000,,24393.87681,,0.0824216604,32.06202698,,7661572,4.131,,1.687058828,166.8974801,22.36686977,2.318982268,,41.00846462,,2015,3,15,Medium,High,False
3713005,1426402800000,Very Fast,132372.0035,82250.81515,0.1014937765,39.4810791,15183253,9434436,2.903,2457093.5,2.031851195,168.9270637,,,2457133.045,,0.3403033511,2015,,15,,High,False
3714120,1426402800000,,,11003.7289,0.0633086842,24.62707901,9470845,5884910,,2457104.5,,187.0435063,,2.169280324,2457087.915,8.006439149,,2015,3,15,Medium,High,False
2451370,1426402800000,Very Slow,,,0.2962437936,115.2388306,44317440,27537580,5.306,,,316.8114743,,1.461774965,,238.1592918,0.7614228343,,3,15,Low,Low,True
3273782,,,43474.40118,27013.30222,0.0562219069,21.87032127,8410678,5226152.5,7.48,2455882.5,0.7629744336,,351.1788108,1.057832607,2455988.219,203.6522586,1.478900976,2015,3,15,Low,Low,False
3445544,1426402800000,Slow,51598.15226,32061.08522,0.3168970363,,47407124,,,2458000.5,0.8926350292,,190.3483397,,2458113.208,228.2807273,1.168673471,2015,,15,Low,,False
3633046,1426402800000,Slow,59931.3929,37239.03688,0.4795236889,186.5347137,71735720,44574512,4.392,,1.549696392,2.489782758,209.7156078,2.031201544,2457812.829,,0.5108979278,2015,3,15,Medium,Medium,False
3712944,1426402800000,Slow,51121.47801,31764.89838,0.0070720183,,1057958.875,657385.1875,4.893,2457092.5,1.297598029,349.9055515,271.1910254,1.896814906,2457152.383,,,2015,,,,High,False
3713306,1426402800000,,,6886.341054,0.0771503641,30.01149368,,7171574.5,,2458000.5,1.235329496,150.5202777,32.28695563,1.413434695,,,0.7178436401,2015,3,15,Low,Medium,False
3714179,1426402800000,Slow,43805.05066,27218.75495,0.081846058,31.8381176,12243996,7608066.5,,2457106.5,1.062556618,180.2099239,,1.269201362,2457009.73,87.08000879,,,3,15,Low,High,False
3714452,1426402800000,Slow,51929.73771,32267.11952,0.4074080556,158.4817352,,37870944,6.681,2458000.5,0.8607400159,293.9197687,63.07430147,1.394850897,,208.8110789,1.234229957,,,15,,Low,True
3752572,,,19319.02616,,0.1719631121,,,15984970,5.986,,1.013233883,,,1.285239913,2458172.202,194.0742212,0.9663612733,2015,3,15,Low,Medium,False
